numero,url,nome,proximas_evolucoes,tamanho,peso,tipos,efetividade,habilidades
0409,https://pokemondb.net/pokedex/rampardos,Rampardos,,1.6 m (5′03″),102.5 kg (226.0 lbs),Rock,"{'Nor': '½', 'Fir': '½', 'Wat': '2', 'Ele': '1', 'Gra': '2', 'Ice': '1', 'Fig': '2', 'Poi': '½', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/sheer-force', 'nome': 'Sheer Force', 'descricao': ""Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects. Beneficial effects are defined as those that are positive for the user, such as: Non-beneficial effects, that Sheer Force will not activate for, include: If the user is holding a Life Orb and uses an attack that activates Sheer Force , it will not receive the 10% damage from Life Orb , but it gets boosts from both Life Orb and Sheer Force (total of 69% base power increase). Flamethrower normally has a 10% chance to burn the opponent. With Sheer Force , Flamethrower's base power is boosted from 95 to 124, but it will never cause a burn. Note that if a move has an advantageous and disadvantageous side-effect, Sheer Force still boosts the move but only the advantageous effect is removed. For example, Flare Blitz may cause a burn but also has recoil damage. A Pokémon with Sheer Force using the move would gain the power increase and still receive recoil damage, but it would never cause a burn. Here are the moves that increase in power under Sheer Force , listed alphabetically:""}, {'url': 'https://pokemondb.net/ability/mold-breaker', 'nome': 'Mold Breaker', 'descricao': ""Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves. For example, a Haxorus with Mold Breaker would be able to hit a Bronzong (having Levitate ) using a Ground type move like Earthquake . Ground type moves would still not affect Flying types. However, if Dragon Claw KOs a Pokémon with Aftermath , a Mold Breaker Pokémon would still lose HP as Aftermath did not affect the Dragon Claw attack itself.""}]"
0410,https://pokemondb.net/pokedex/shieldon,Shieldon,"[{'numero': '#0411', 'level': None, 'item': None, 'nome': 'Bastiodon', 'url': 'https://pokemondb.net/pokedex/bastiodon'}]",0.5 m (1′08″),57.0 kg (125.7 lbs),"Rock, Steel","{'Nor': '¼', 'Fir': '1', 'Wat': '2', 'Ele': '1', 'Gra': '1', 'Ice': '½', 'Fig': '4', 'Poi': '0', 'Gro': '4'}","[{'url': 'https://pokemondb.net/ability/soundproof', 'nome': 'Soundproof', 'descricao': 'Soundproof grants the Pokémon immunity to all sound-based moves, preventing all damage and effects. In Generation 5 only, Pokémon with Soundproof could be cured of status conditions by Heal Bell .'}, {'url': 'https://pokemondb.net/ability/sturdy', 'nome': 'Sturdy', 'descricao': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves ( Fissure , Horn Drill , Guillotine or Sheer Cold ). If Sturdy activates before the final hit of a multi-hit move (such as Fury Swipes ), the subsequent hit will still deal damage and therefore cause the Pokémon to faint. Sturdy does not prevent self-inflicted KO moves such as Selfdestruct , Explosion and Final Gambit .'}]"
0411,https://pokemondb.net/pokedex/bastiodon,Bastiodon,,1.3 m (4′03″),149.5 kg (329.6 lbs),"Rock, Steel","{'Nor': '¼', 'Fir': '1', 'Wat': '2', 'Ele': '1', 'Gra': '1', 'Ice': '½', 'Fig': '4', 'Poi': '0', 'Gro': '4'}","[{'url': 'https://pokemondb.net/ability/soundproof', 'nome': 'Soundproof', 'descricao': 'Soundproof grants the Pokémon immunity to all sound-based moves, preventing all damage and effects. In Generation 5 only, Pokémon with Soundproof could be cured of status conditions by Heal Bell .'}, {'url': 'https://pokemondb.net/ability/sturdy', 'nome': 'Sturdy', 'descricao': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves ( Fissure , Horn Drill , Guillotine or Sheer Cold ). If Sturdy activates before the final hit of a multi-hit move (such as Fury Swipes ), the subsequent hit will still deal damage and therefore cause the Pokémon to faint. Sturdy does not prevent self-inflicted KO moves such as Selfdestruct , Explosion and Final Gambit .'}]"
0412,https://pokemondb.net/pokedex/burmy,Burmy,"[{'numero': '#0414', 'level': '#0412', 'item': None, 'nome': 'Mothim', 'url': 'https://pokemondb.net/pokedex/mothim'}, {'numero': '(Level 20, Female, in grass)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}, {'numero': '#0412', 'level': 'Level 20, Female, in caves', 'item': None, 'nome': 'Burmy', 'url': 'https://pokemondb.net/pokedex/burmy'}, {'numero': '#0413', 'level': '#0412', 'item': None, 'nome': 'Wormadam', 'url': 'https://pokemondb.net/pokedex/wormadam'}, {'numero': '(Level 20, Female, in buildings)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}]",0.2 m (0′08″),3.4 kg (7.5 lbs),Bug,"{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '1', 'Gra': '½', 'Ice': '1', 'Fig': '½', 'Poi': '1', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/overcoat', 'nome': 'Overcoat', 'descricao': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm ).'}, {'url': 'https://pokemondb.net/ability/shed-skin', 'nome': 'Shed Skin', 'descricao': 'The Pokémon may heal its own status problems.'}]"
0412,https://pokemondb.net/pokedex/burmy,Burmy,"[{'numero': '#0414', 'level': '#0412', 'item': None, 'nome': 'Mothim', 'url': 'https://pokemondb.net/pokedex/mothim'}, {'numero': '(Level 20, Female, in grass)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}, {'numero': '#0412', 'level': 'Level 20, Female, in caves', 'item': None, 'nome': 'Burmy', 'url': 'https://pokemondb.net/pokedex/burmy'}, {'numero': '#0413', 'level': '#0412', 'item': None, 'nome': 'Wormadam', 'url': 'https://pokemondb.net/pokedex/wormadam'}, {'numero': '(Level 20, Female, in buildings)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}]",0.2 m (0′08″),3.4 kg (7.5 lbs),Bug,"{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '1', 'Gra': '½', 'Ice': '1', 'Fig': '½', 'Poi': '1', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/overcoat', 'nome': 'Overcoat', 'descricao': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm ).'}, {'url': 'https://pokemondb.net/ability/shed-skin', 'nome': 'Shed Skin', 'descricao': 'The Pokémon may heal its own status problems.'}]"
0412,https://pokemondb.net/pokedex/burmy,Burmy,"[{'numero': '#0414', 'level': '#0412', 'item': None, 'nome': 'Mothim', 'url': 'https://pokemondb.net/pokedex/mothim'}, {'numero': '(Level 20, Female, in grass)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}, {'numero': '#0412', 'level': 'Level 20, Female, in caves', 'item': None, 'nome': 'Burmy', 'url': 'https://pokemondb.net/pokedex/burmy'}, {'numero': '#0413', 'level': '#0412', 'item': None, 'nome': 'Wormadam', 'url': 'https://pokemondb.net/pokedex/wormadam'}, {'numero': '(Level 20, Female, in buildings)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}]",0.2 m (0′08″),3.4 kg (7.5 lbs),Bug,"{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '1', 'Gra': '½', 'Ice': '1', 'Fig': '½', 'Poi': '1', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/overcoat', 'nome': 'Overcoat', 'descricao': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm ).'}, {'url': 'https://pokemondb.net/ability/shed-skin', 'nome': 'Shed Skin', 'descricao': 'The Pokémon may heal its own status problems.'}]"
0413,https://pokemondb.net/pokedex/wormadam,Wormadam,"[{'numero': '(Level 20, Female, in buildings)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}]",0.5 m (1′08″),6.5 kg (14.3 lbs),"Bug, Grass","{'Nor': '1', 'Fir': '4', 'Wat': '½', 'Ele': '½', 'Gra': '¼', 'Ice': '2', 'Fig': '½', 'Poi': '2', 'Gro': '¼'}","[{'url': 'https://pokemondb.net/ability/overcoat', 'nome': 'Overcoat', 'descricao': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm ).'}, {'url': 'https://pokemondb.net/ability/anticipation', 'nome': 'Anticipation', 'descricao': 'A Pokémon with Anticipation will shudder upon entering battle, if an opponent has a move that is super-effective against it, or a One-Hit-KO move ( Fissure , Horn Drill , Guillotine or Sheer Cold ). It only activates when the ability-bearer switches in, not when an opponent switches in. Anticipation does not activate if the opponent has a move that varies in type, such as Hidden Power , Judgment or Weather Ball , even if those moves would be super-effective.'}]"
0413,https://pokemondb.net/pokedex/wormadam,Wormadam,"[{'numero': '(Level 20, Female, in buildings)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}]",0.5 m (1′08″),6.5 kg (14.3 lbs),"Bug, Grass","{'Nor': '1', 'Fir': '4', 'Wat': '½', 'Ele': '½', 'Gra': '¼', 'Ice': '2', 'Fig': '½', 'Poi': '2', 'Gro': '¼'}","[{'url': 'https://pokemondb.net/ability/overcoat', 'nome': 'Overcoat', 'descricao': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm ).'}, {'url': 'https://pokemondb.net/ability/anticipation', 'nome': 'Anticipation', 'descricao': 'A Pokémon with Anticipation will shudder upon entering battle, if an opponent has a move that is super-effective against it, or a One-Hit-KO move ( Fissure , Horn Drill , Guillotine or Sheer Cold ). It only activates when the ability-bearer switches in, not when an opponent switches in. Anticipation does not activate if the opponent has a move that varies in type, such as Hidden Power , Judgment or Weather Ball , even if those moves would be super-effective.'}]"
0413,https://pokemondb.net/pokedex/wormadam,Wormadam,"[{'numero': '(Level 20, Female, in buildings)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}]",0.5 m (1′08″),6.5 kg (14.3 lbs),"Bug, Grass","{'Nor': '1', 'Fir': '4', 'Wat': '½', 'Ele': '½', 'Gra': '¼', 'Ice': '2', 'Fig': '½', 'Poi': '2', 'Gro': '¼'}","[{'url': 'https://pokemondb.net/ability/overcoat', 'nome': 'Overcoat', 'descricao': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm ).'}, {'url': 'https://pokemondb.net/ability/anticipation', 'nome': 'Anticipation', 'descricao': 'A Pokémon with Anticipation will shudder upon entering battle, if an opponent has a move that is super-effective against it, or a One-Hit-KO move ( Fissure , Horn Drill , Guillotine or Sheer Cold ). It only activates when the ability-bearer switches in, not when an opponent switches in. Anticipation does not activate if the opponent has a move that varies in type, such as Hidden Power , Judgment or Weather Ball , even if those moves would be super-effective.'}]"
0414,https://pokemondb.net/pokedex/mothim,Mothim,"[{'numero': '(Level 20, Female, in grass)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}, {'numero': '#0412', 'level': 'Level 20, Female, in caves', 'item': None, 'nome': 'Burmy', 'url': 'https://pokemondb.net/pokedex/burmy'}, {'numero': '#0413', 'level': '#0412', 'item': None, 'nome': 'Wormadam', 'url': 'https://pokemondb.net/pokedex/wormadam'}, {'numero': '(Level 20, Female, in buildings)', 'level': '#0413', 'item': None, 'nome': None, 'url': None}]",0.9 m (2′11″),23.3 kg (51.4 lbs),"Bug, Flying","{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '2', 'Gra': '¼', 'Ice': '2', 'Fig': '¼', 'Poi': '1', 'Gro': '0'}","[{'url': 'https://pokemondb.net/ability/tinted-lens', 'nome': 'Tinted Lens', 'descricao': 'Powers up “not very effective” moves.'}, {'url': 'https://pokemondb.net/ability/swarm', 'nome': 'Swarm', 'descricao': ""Swarm increases the power of Bug -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ). If a Pokémon with Swarm is the leading party Pokémon, wild Pokémon are twice as likely to appear.""}]"
0415,https://pokemondb.net/pokedex/combee,Combee,"[{'numero': '#0416', 'level': None, 'item': None, 'nome': 'Vespiquen', 'url': 'https://pokemondb.net/pokedex/vespiquen'}]",0.3 m (1′00″),5.5 kg (12.1 lbs),"Bug, Flying","{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '2', 'Gra': '¼', 'Ice': '2', 'Fig': '¼', 'Poi': '1', 'Gro': '0'}","[{'url': 'https://pokemondb.net/ability/hustle', 'nome': 'Hustle', 'descricao': ""Hustle increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%. If a Pokémon with Hustle is the leading party Pokémon, wild Pokémon are 50% more likely to be higher level.""}, {'url': 'https://pokemondb.net/ability/honey-gather', 'nome': 'Honey Gather', 'descricao': 'Honey Gather has no effect in battle. When a battle ends, any party Pokémon with Honey Gather may pick up honey as a held item (if they are not already holding an item).'}]"
0394,https://pokemondb.net/pokedex/prinplup,Prinplup,"[{'numero': '#0395', 'level': None, 'item': None, 'nome': 'Empoleon', 'url': 'https://pokemondb.net/pokedex/empoleon'}]",0.8 m (2′07″),23.0 kg (50.7 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/competitive', 'nome': 'Competitive', 'descricao': ""Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each.""}, {'url': 'https://pokemondb.net/ability/torrent', 'nome': 'Torrent', 'descricao': ""Torrent increases the power of Water -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0386,https://pokemondb.net/pokedex/deoxys,Deoxys,,1.7 m (5′07″),60.8 kg (134.0 lbs),Psychic,"{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '½', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/pressure', 'nome': 'Pressure', 'descricao': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1. If a Pokémon with Pressure is the leading party Pokémon, wild Pokémon are 50% more likely to be higher level.'}]"
0387,https://pokemondb.net/pokedex/turtwig,Turtwig,"[{'numero': '#0388', 'level': 'Level 32', 'item': None, 'nome': 'Grotle', 'url': 'https://pokemondb.net/pokedex/grotle'}, {'numero': '#0389', 'level': None, 'item': None, 'nome': 'Torterra', 'url': 'https://pokemondb.net/pokedex/torterra'}]",0.4 m (1′04″),10.2 kg (22.5 lbs),Grass,"{'Nor': '1', 'Fir': '2', 'Wat': '½', 'Ele': '½', 'Gra': '½', 'Ice': '2', 'Fig': '1', 'Poi': '2', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/shell-armor', 'nome': 'Shell Armor', 'descricao': 'Shell Armor prevents the Pokémon from receiving a critical hit.'}, {'url': 'https://pokemondb.net/ability/overgrow', 'nome': 'Overgrow', 'descricao': ""Overgrow increases the power of Grass -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0388,https://pokemondb.net/pokedex/grotle,Grotle,"[{'numero': '#0389', 'level': None, 'item': None, 'nome': 'Torterra', 'url': 'https://pokemondb.net/pokedex/torterra'}]",1.1 m (3′07″),97.0 kg (213.8 lbs),Grass,"{'Nor': '1', 'Fir': '2', 'Wat': '½', 'Ele': '½', 'Gra': '½', 'Ice': '2', 'Fig': '1', 'Poi': '2', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/shell-armor', 'nome': 'Shell Armor', 'descricao': 'Shell Armor prevents the Pokémon from receiving a critical hit.'}, {'url': 'https://pokemondb.net/ability/overgrow', 'nome': 'Overgrow', 'descricao': ""Overgrow increases the power of Grass -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0389,https://pokemondb.net/pokedex/torterra,Torterra,,2.2 m (7′03″),310.0 kg (683.4 lbs),"Grass, Ground","{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '0', 'Gra': '1', 'Ice': '4', 'Fig': '1', 'Poi': '1', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/shell-armor', 'nome': 'Shell Armor', 'descricao': 'Shell Armor prevents the Pokémon from receiving a critical hit.'}, {'url': 'https://pokemondb.net/ability/overgrow', 'nome': 'Overgrow', 'descricao': ""Overgrow increases the power of Grass -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0390,https://pokemondb.net/pokedex/chimchar,Chimchar,"[{'numero': '#0391', 'level': 'Level 36', 'item': None, 'nome': 'Monferno', 'url': 'https://pokemondb.net/pokedex/monferno'}, {'numero': '#0392', 'level': None, 'item': None, 'nome': 'Infernape', 'url': 'https://pokemondb.net/pokedex/infernape'}]",0.5 m (1′08″),6.2 kg (13.7 lbs),Fire,"{'Nor': '1', 'Fir': '½', 'Wat': '2', 'Ele': '1', 'Gra': '½', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/iron-fist', 'nome': 'Iron Fist', 'descricao': 'Iron Fist increases the power of all punching moves by 20%. The attacks classed as punching moves are shown below with their normal and boosted power: *No Pokémon with Iron Fist can learn these moves, however they can be called via Copycat , Metronome , Mimic , Mirror Move , or from a Pokémon that gained the ability (for example by Skill Swap ).'}, {'url': 'https://pokemondb.net/ability/blaze', 'nome': 'Blaze', 'descricao': ""Blaze increases the power of Fire -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0391,https://pokemondb.net/pokedex/monferno,Monferno,"[{'numero': '#0392', 'level': None, 'item': None, 'nome': 'Infernape', 'url': 'https://pokemondb.net/pokedex/infernape'}]",0.9 m (2′11″),22.0 kg (48.5 lbs),"Fire, Fighting","{'Nor': '1', 'Fir': '½', 'Wat': '2', 'Ele': '1', 'Gra': '½', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/iron-fist', 'nome': 'Iron Fist', 'descricao': 'Iron Fist increases the power of all punching moves by 20%. The attacks classed as punching moves are shown below with their normal and boosted power: *No Pokémon with Iron Fist can learn these moves, however they can be called via Copycat , Metronome , Mimic , Mirror Move , or from a Pokémon that gained the ability (for example by Skill Swap ).'}, {'url': 'https://pokemondb.net/ability/blaze', 'nome': 'Blaze', 'descricao': ""Blaze increases the power of Fire -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0393,https://pokemondb.net/pokedex/piplup,Piplup,"[{'numero': '#0394', 'level': 'Level 36', 'item': None, 'nome': 'Prinplup', 'url': 'https://pokemondb.net/pokedex/prinplup'}, {'numero': '#0395', 'level': None, 'item': None, 'nome': 'Empoleon', 'url': 'https://pokemondb.net/pokedex/empoleon'}]",0.4 m (1′04″),5.2 kg (11.5 lbs),Water,"{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/competitive', 'nome': 'Competitive', 'descricao': ""Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each.""}, {'url': 'https://pokemondb.net/ability/torrent', 'nome': 'Torrent', 'descricao': ""Torrent increases the power of Water -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0392,https://pokemondb.net/pokedex/infernape,Infernape,,1.2 m (3′11″),55.0 kg (121.3 lbs),"Fire, Fighting","{'Nor': '1', 'Fir': '½', 'Wat': '2', 'Ele': '1', 'Gra': '½', 'Ice': '½', 'Fig': '1', 'Poi': '1', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/iron-fist', 'nome': 'Iron Fist', 'descricao': 'Iron Fist increases the power of all punching moves by 20%. The attacks classed as punching moves are shown below with their normal and boosted power: *No Pokémon with Iron Fist can learn these moves, however they can be called via Copycat , Metronome , Mimic , Mirror Move , or from a Pokémon that gained the ability (for example by Skill Swap ).'}, {'url': 'https://pokemondb.net/ability/blaze', 'nome': 'Blaze', 'descricao': ""Blaze increases the power of Fire -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0395,https://pokemondb.net/pokedex/empoleon,Empoleon,,1.7 m (5′07″),84.5 kg (186.3 lbs),"Water, Steel","{'Nor': '½', 'Fir': '1', 'Wat': '½', 'Ele': '2', 'Gra': '1', 'Ice': '¼', 'Fig': '2', 'Poi': '0', 'Gro': '2'}","[{'url': 'https://pokemondb.net/ability/competitive', 'nome': 'Competitive', 'descricao': ""Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each.""}, {'url': 'https://pokemondb.net/ability/torrent', 'nome': 'Torrent', 'descricao': ""Torrent increases the power of Water -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch ).""}]"
0396,https://pokemondb.net/pokedex/starly,Starly,"[{'numero': '#0397', 'level': 'Level 34', 'item': None, 'nome': 'Staravia', 'url': 'https://pokemondb.net/pokedex/staravia'}, {'numero': '#0398', 'level': None, 'item': None, 'nome': 'Staraptor', 'url': 'https://pokemondb.net/pokedex/staraptor'}]",0.3 m (1′00″),2.0 kg (4.4 lbs),"Normal, Flying","{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '2', 'Gra': '½', 'Ice': '2', 'Fig': '1', 'Poi': '1', 'Gro': '0'}","[{'url': 'https://pokemondb.net/ability/reckless', 'nome': 'Reckless', 'descricao': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP). The attacks classed as punching moves are shown below with their normal and boosted power: * No Pokémon with Reckless can learn these moves.""}, {'url': 'https://pokemondb.net/ability/keen-eye', 'nome': 'Keen Eye', 'descricao': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack . If a Pokémon with Keen Eye is the leading party Pokémon, wild Pokémon are 50% less likely to be lower level.'}]"
0397,https://pokemondb.net/pokedex/staravia,Staravia,"[{'numero': '#0398', 'level': None, 'item': None, 'nome': 'Staraptor', 'url': 'https://pokemondb.net/pokedex/staraptor'}]",0.6 m (2′00″),15.5 kg (34.2 lbs),"Normal, Flying","{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '2', 'Gra': '½', 'Ice': '2', 'Fig': '1', 'Poi': '1', 'Gro': '0'}","[{'url': 'https://pokemondb.net/ability/reckless', 'nome': 'Reckless', 'descricao': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP). The attacks classed as punching moves are shown below with their normal and boosted power: * No Pokémon with Reckless can learn these moves.""}, {'url': 'https://pokemondb.net/ability/intimidate', 'nome': 'Intimidate', 'descricao': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle). Stats can be lowered to a minimum of -6 stages each. If a Pokémon with Intimidate is the leading party Pokémon, wild Pokémon are 50% less likely to be lower level.""}]"
0398,https://pokemondb.net/pokedex/staraptor,Staraptor,,1.2 m (3′11″),24.9 kg (54.9 lbs),"Normal, Flying","{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '2', 'Gra': '½', 'Ice': '2', 'Fig': '1', 'Poi': '1', 'Gro': '0'}","[{'url': 'https://pokemondb.net/ability/reckless', 'nome': 'Reckless', 'descricao': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP). The attacks classed as punching moves are shown below with their normal and boosted power: * No Pokémon with Reckless can learn these moves.""}, {'url': 'https://pokemondb.net/ability/intimidate', 'nome': 'Intimidate', 'descricao': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle). Stats can be lowered to a minimum of -6 stages each. If a Pokémon with Intimidate is the leading party Pokémon, wild Pokémon are 50% less likely to be lower level.""}]"
0399,https://pokemondb.net/pokedex/bidoof,Bidoof,"[{'numero': '#0400', 'level': None, 'item': None, 'nome': 'Bibarel', 'url': 'https://pokemondb.net/pokedex/bibarel'}]",0.5 m (1′08″),20.0 kg (44.1 lbs),Normal,"{'Nor': '1', 'Fir': '1', 'Wat': '1', 'Ele': '1', 'Gra': '1', 'Ice': '1', 'Fig': '2', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/moody', 'nome': 'Moody', 'descricao': 'Raises one stat and lowers another.'}, {'url': 'https://pokemondb.net/ability/unaware', 'nome': 'Unaware', 'descricao': 'Ignores any stat changes in the Pokémon.'}, {'url': 'https://pokemondb.net/ability/simple', 'nome': 'Simple', 'descricao': ""The Simple ability doubles the number of stages of all stat changes. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each. For example, using Swords Dance would increase the Pokémon's attack by 4 stages instead of the usual 2. If Tail Whip was targeted at a Pokémon with Simple , its Defense would drop 2 stages instead of 1. The move Simple Beam can change a Pokémon's ability to Simple . In Generation 4 , Simple doubles the effects of stat changes but does not increase the actual number of stages. Stat increases are capped at the same multiplier of ×4, as per the table below. However, the resulting effect is exactly the same as current games.""}]"
0400,https://pokemondb.net/pokedex/bibarel,Bibarel,,1.0 m (3′03″),31.5 kg (69.4 lbs),"Normal, Water","{'Nor': '1', 'Fir': '½', 'Wat': '½', 'Ele': '2', 'Gra': '2', 'Ice': '½', 'Fig': '2', 'Poi': '1', 'Gro': '1'}","[{'url': 'https://pokemondb.net/ability/moody', 'nome': 'Moody', 'descricao': 'Raises one stat and lowers another.'}, {'url': 'https://pokemondb.net/ability/unaware', 'nome': 'Unaware', 'descricao': 'Ignores any stat changes in the Pokémon.'}, {'url': 'https://pokemondb.net/ability/simple', 'nome': 'Simple', 'descricao': ""The Simple ability doubles the number of stages of all stat changes. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each. For example, using Swords Dance would increase the Pokémon's attack by 4 stages instead of the usual 2. If Tail Whip was targeted at a Pokémon with Simple , its Defense would drop 2 stages instead of 1. The move Simple Beam can change a Pokémon's ability to Simple . In Generation 4 , Simple doubles the effects of stat changes but does not increase the actual number of stages. Stat increases are capped at the same multiplier of ×4, as per the table below. However, the resulting effect is exactly the same as current games.""}]"
0401,https://pokemondb.net/pokedex/kricketot,Kricketot,"[{'numero': '#0402', 'level': None, 'item': None, 'nome': 'Kricketune', 'url': 'https://pokemondb.net/pokedex/kricketune'}]",0.3 m (1′00″),2.2 kg (4.9 lbs),Bug,"{'Nor': '1', 'Fir': '2', 'Wat': '1', 'Ele': '1', 'Gra': '½', 'Ice': '1', 'Fig': '½', 'Poi': '1', 'Gro': '½'}","[{'url': 'https://pokemondb.net/ability/run-away', 'nome': 'Run Away', 'descricao': 'Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind , or has an ability such as Arena Trap . Pokémon with Run Away cannot switch out for another Pokémon, only flee. It does not allow the Pokémon to flee from Trainer battles.'}, {'url': 'https://pokemondb.net/ability/shed-skin', 'nome': 'Shed Skin', 'descricao': 'The Pokémon may heal its own status problems.'}]"
